rank,frame_id,score,label
0,20251112_191827_Cam1_00028,0.04952081,1
1,20251112_191827_Cam1_00095,0.04539896,1
2,20251112_191827_Cam1_00015,0.04380076,1
3,20251210_185619_Cam1_00017,0.03555724,1
4,20251210_185619_Cam1_00036,0.02504778,1
5,20251210_185619_Cam1_00010,0.02470498,0
6,20251210_185619_Cam1_00025,0.02359566,0
7,20251210_185619_Cam1_00040,0.02336596,1
8,20250417_123456_Cam1_00147,0.02220240,1
9,20251210_185619_Cam1_00021,0.02179956,0
10,20251210_185619_Cam1_00038,0.02172241,0
11,20250417_123456_Cam1_00148,0.02083949,1
12,20251210_185619_Cam1_00015,0.02030830,0
13,20251210_185619_Cam1_00013,0.01981169,0
14,20251210_185619_Cam1_00020,0.01956077,0
15,20251210_185619_Cam1_00018,0.01930296,0
16,20251210_185619_Cam1_00007,0.01915040,1
17,20251210_185619_Cam1_00044,0.01894544,1
18,20251210_185619_Cam1_00045,0.01880778,0
19,20251210_185619_Cam1_00048,0.01878064,0
20,20250417_123456_Cam1_00162,0.01778467,1
