rank,frame_id,score,label
0,20251112_191827_Cam4_00015,0.10924460,1
1,20251112_191827_Cam4_00028,0.10777423,1
2,20251112_191827_Cam4_00095,0.10282936,1
3,20250417_123456_Cam4_00140,0.09940738,1
4,20251210_185619_Cam4_00034,0.09573736,0
5,20251210_185619_Cam4_00022,0.09160090,1
6,20250417_123456_Cam4_00162,0.08765583,1
7,20251112_191827_Cam4_00011,0.07716537,1
8,20251112_191827_Cam4_00054,0.07692591,1
9,20251210_185619_Cam4_00024,0.06841268,1
10,20251210_185619_Cam4_00046,0.06698388,0
11,20251112_191827_Cam4_00088,0.06274140,1
