rank,frame_id,score,label
0,20250417_123456_Cam4_00079,0.14197800,0
1,20251210_185619_Cam4_00034,0.13441251,0
2,20250417_123456_Cam4_00134,0.13024180,0
3,20250417_123456_Cam4_00152,0.12155235,0
4,20251112_191827_Cam4_00028,0.12152941,1
5,20250417_123456_Cam4_00140,0.11745566,1
6,20251112_191827_Cam4_00095,0.11741316,1
7,20251112_191827_Cam4_00015,0.11679520,1
8,20251210_185619_Cam4_00022,0.10683508,1
9,20251112_191827_Cam4_00034,0.10162879,0
10,20251112_191827_Cam4_00066,0.09767956,0
11,20251112_191827_Cam4_00011,0.09503638,1
12,20251112_191827_Cam4_00054,0.09335846,1
13,20251112_191827_Cam4_00063,0.09253519,0
14,20250417_123456_Cam4_00162,0.08832529,1
15,20251210_185619_Cam4_00024,0.08611812,1
16,20251210_185619_Cam4_00046,0.08487365,0
17,20251112_191827_Cam4_00088,0.08212167,1
